stream,department,job_role,company_level,company_name,location,required_skills,cgpa_range
Engineering,Civil,Structural Engineer,Startup,PhonePe,Ahmedabad,"ETABS, STAAD",5.0 - 6.4
Engineering,ECE,Network Engineer,Startup,Meesho,Gurgaon,"Networking, Routing",5.0 - 6.4
Engineering,EEE,Control Systems Engineer,Startup,Fractal Analytics,Coimbatore,"PLC, SCADA",5.0 - 6.4
Engineering,Civil,Planning Engineer,Startup,Jupiter,Pune,"MS Project, Primavera",5.0 - 6.4
Engineering,AI&DS,Data Scientist,Startup,Navi,Pune,"Python, ML, Pandas",5.0 - 6.4
Engineering,AI&DS,AI Engineer,Startup,Tiger Analytics,Bengaluru,"Deep Learning, NLP",5.0 - 6.4
Engineering,Civil,Quantity Surveyor,Startup,Dunzo,Mumbai,"Estimation, Billing",5.0 - 6.4
Engineering,EEE,Maintenance Engineer,Startup,BrowserStack,Kolkata,Electrical Maintenance,5.0 - 6.4
Engineering,Civil,Quantity Surveyor,Startup,Udaan,Chennai,"Estimation, Billing",5.0 - 6.4
Engineering,ECE,IoT Engineer,Startup,CRED,Hyderabad,"Sensors, MQTT",5.0 - 6.4
Engineering,ECE,Network Engineer,Startup,Udaan,Pune,"Networking, Routing",5.0 - 6.4
Engineering,ECE,Signal Processing Engineer,Startup,CRED,Kolkata,"MATLAB, DSP",5.0 - 6.4
Engineering,EEE,Power Systems Engineer,Startup,Tredence,Hyderabad,Power Generation,5.0 - 6.4
Engineering,Mechanical,Maintenance Engineer,Startup,Digit Insurance,Gurgaon,Plant Maintenance,5.0 - 6.4
Engineering,ECE,Embedded Engineer,Startup,Tiger Analytics,Noida,"C, Embedded Systems",5.0 - 6.4
Engineering,ECE,VLSI Engineer,Startup,InfraMarket,Kolkata,"VHDL, Verilog",5.0 - 6.4
Engineering,AI&DS,Big Data Engineer,Startup,Vedantu,Coimbatore,"Spark, Hadoop",5.0 - 6.4
Engineering,ECE,IoT Engineer,Startup,Zomato,Noida,"Sensors, MQTT",5.0 - 6.4
Engineering,CSE,Software Engineer,Startup,Mu Sigma,Hyderabad,"Python, Java, DSA, OOP",5.0 - 6.4
Engineering,EEE,Control Systems Engineer,Startup,Postman,Noida,"PLC, SCADA",5.0 - 6.4
Engineering,AI&DS,ML Engineer,Startup,Digit Insurance,Kolkata,"TensorFlow, PyTorch",5.0 - 6.4
Engineering,EEE,Power Systems Engineer,Startup,Slice,Mumbai,Power Generation,5.0 - 6.4
Engineering,ECE,Signal Processing Engineer,Startup,Ninjacart,Ahmedabad,"MATLAB, DSP",5.0 - 6.4
Engineering,EEE,Energy Analyst,Startup,BrowserStack,Hyderabad,Renewable Energy,5.0 - 6.4
Engineering,ECE,VLSI Engineer,Startup,Ola Electric,Ahmedabad,"VHDL, Verilog",5.0 - 6.4
Engineering,ECE,IoT Engineer,Mid,Sasken,Pune,"Sensors, MQTT",6.5 - 7.9
Engineering,Civil,Site Engineer,Mid,Zoho,Bengaluru,"AutoCAD, Site Management",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Rapid7,Ahmedabad,"PLC, SCADA",6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Sonata Software,Hyderabad,"Spark, Hadoop",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,ValueLabs,Hyderabad,"Estimation, Billing",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Sonata Software,Ahmedabad,Renewable Energy,6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,Ramco Systems,Hyderabad,"SQL, Python",6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,LTIMindtree,Kolkata,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Sonata Software,Ahmedabad,"Python, ML, Pandas",6.5 - 7.9
Engineering,Civil,Site Engineer,Mid,Tata Elxsi,Hyderabad,"AutoCAD, Site Management",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,UST Global,Kolkata,"CATIA, NX",6.5 - 7.9
Engineering,EEE,Maintenance Engineer,Mid,Zoho,Hyderabad,Electrical Maintenance,6.5 - 7.9
Engineering,CSE,Data Scientist,Mid,Ramco Systems,Mumbai,"Python, ML, Pandas, NumPy",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,Innominds,Kolkata,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,ECE,VLSI Engineer,Mid,Sasken,Hyderabad,"VHDL, Verilog",6.5 - 7.9
Engineering,Civil,Safety Engineer,Mid,Innominds,Pune,Construction Safety,6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Birlasoft,Bengaluru,"Spark, Hadoop",6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Freshworks,Coimbatore,"MATLAB, DSP",6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Hexaware,Mumbai,"MATLAB, DSP",6.5 - 7.9
Engineering,AI&DS,AI Engineer,Mid,Birlasoft,Noida,"Deep Learning, NLP",6.5 - 7.9
Engineering,Civil,Safety Engineer,Mid,Zoho,Kolkata,Construction Safety,6.5 - 7.9
Engineering,Mechanical,Quality Engineer,Mid,Newgen,Hyderabad,Six Sigma,6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,UST Global,Ahmedabad,"AWS, Azure, Linux",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Newgen,Pune,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,EEE,Maintenance Engineer,Mid,Newgen,Bengaluru,Electrical Maintenance,6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,LTIMindtree,Mumbai,"AWS, Azure, Linux",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Newgen,Hyderabad,"Estimation, Billing",6.5 - 7.9
Engineering,CSE,Full Stack Developer,Mid,Cyient,Pune,"HTML, CSS, JavaScript, React",6.5 - 7.9
Engineering,Mechanical,Production Engineer,Mid,LTIMindtree,Noida,Manufacturing Processes,6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Newgen,Kolkata,"Sensors, MQTT",6.5 - 7.9
Engineering,EEE,Electrical Design Engineer,Mid,Hexaware,Gurgaon,"AutoCAD, Power Systems",6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,Ramco Systems,Ahmedabad,"SQL, Python",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Sonata Software,Chennai,Plant Maintenance,6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,UST Global,Mumbai,"Estimation, Billing",6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Virtusa,Noida,"Spark, Hadoop",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Cyient,Mumbai,"AWS, Azure, Linux",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,UST Global,Noida,Plant Maintenance,6.5 - 7.9
Engineering,ECE,Embedded Engineer,Mid,Freshworks,Bengaluru,"C, Embedded Systems",6.5 - 7.9
Engineering,CSE,Backend Developer,Mid,Sonata Software,Kolkata,"Java, Spring Boot, APIs",6.5 - 7.9
Engineering,ECE,Network Engineer,Mid,UST Global,Coimbatore,"Networking, Routing",6.5 - 7.9
Engineering,Civil,Safety Engineer,Mid,Coforge,Noida,Construction Safety,6.5 - 7.9
Engineering,Civil,Structural Engineer,Mid,Coforge,Noida,"ETABS, STAAD",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Cyient,Bengaluru,Renewable Energy,6.5 - 7.9
Engineering,ECE,Network Engineer,Mid,Innominds,Mumbai,"Networking, Routing",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Virtusa,Hyderabad,Renewable Energy,6.5 - 7.9
Engineering,ECE,VLSI Engineer,Mid,Newgen,Bengaluru,"VHDL, Verilog",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Sonata Software,Mumbai,Plant Maintenance,6.5 - 7.9
Engineering,AI&DS,AI Engineer,Mid,Freshworks,Chennai,"Deep Learning, NLP",6.5 - 7.9
Engineering,CSE,Software Engineer,Mid,Freshworks,Kolkata,"Python, Java, DSA, OOP",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Newgen,Mumbai,Plant Maintenance,6.5 - 7.9
Engineering,EEE,Electrical Design Engineer,Mid,UST Global,Coimbatore,"AutoCAD, Power Systems",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Persistent Systems,Gurgaon,"Sensors, MQTT",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,KPIT,Mumbai,Renewable Energy,6.5 - 7.9
Engineering,Civil,Site Engineer,Mid,Freshworks,Hyderabad,"AutoCAD, Site Management",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Sonata Software,Gurgaon,"PLC, SCADA",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Virtusa,Hyderabad,"AWS, Azure, Linux",6.5 - 7.9
Engineering,CSE,Full Stack Developer,Mid,Sasken,Gurgaon,"HTML, CSS, JavaScript, React",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Ramco Systems,Coimbatore,"Estimation, Billing",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Newgen,Chennai,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Virtusa,Ahmedabad,"Estimation, Billing",6.5 - 7.9
Engineering,Civil,Structural Engineer,Mid,Freshworks,Chennai,"ETABS, STAAD",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,Virtusa,Mumbai,"CATIA, NX",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Newgen,Bengaluru,"AWS, Azure, Linux",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Freshworks,Bengaluru,"AWS, Azure, Linux",6.5 - 7.9
Engineering,Mechanical,Production Engineer,Mid,LTIMindtree,Gurgaon,Manufacturing Processes,6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Rapid7,Gurgaon,"PLC, SCADA",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Innominds,Chennai,"Sensors, MQTT",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Virtusa,Bengaluru,Plant Maintenance,6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,Hexaware,Coimbatore,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,Infogain,Pune,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Cyient,Mumbai,"AWS, Azure, Linux",6.5 - 7.9
Engineering,CSE,Software Engineer,Mid,Mphasis,Ahmedabad,"Python, Java, DSA, OOP",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,KPIT,Chennai,"Sensors, MQTT",6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,KPIT,Mumbai,"SQL, Python",6.5 - 7.9
Engineering,Civil,Structural Engineer,Mid,Sasken,Pune,"ETABS, STAAD",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Tata Elxsi,Chennai,"Estimation, Billing",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Sasken,Kolkata,"Sensors, MQTT",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Hexaware,Coimbatore,"Sensors, MQTT",6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,Coforge,Gurgaon,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Happiest Minds,Pune,"MS Project, Primavera",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,KPIT,Mumbai,"CATIA, NX",6.5 - 7.9
Engineering,EEE,Electrical Design Engineer,Mid,Persistent Systems,Ahmedabad,"AutoCAD, Power Systems",6.5 - 7.9
Engineering,EEE,Maintenance Engineer,Mid,Virtusa,Ahmedabad,Electrical Maintenance,6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,UST Global,Pune,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Coforge,Noida,"PLC, SCADA",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,UST Global,Hyderabad,"CATIA, NX",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Persistent Systems,Kolkata,Renewable Energy,6.5 - 7.9
Engineering,ECE,Embedded Engineer,Mid,Rapid7,Pune,"C, Embedded Systems",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Newgen,Noida,"PLC, SCADA",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Newgen,Mumbai,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,UST Global,Gurgaon,"PLC, SCADA",6.5 - 7.9
Engineering,CSE,Full Stack Developer,Mid,Coforge,Bengaluru,"HTML, CSS, JavaScript, React",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Ramco Systems,Coimbatore,"Estimation, Billing",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,KPIT,Chennai,Renewable Energy,6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Cyient,Kolkata,"MATLAB, DSP",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Innominds,Mumbai,"PLC, SCADA",6.5 - 7.9
Engineering,ECE,VLSI Engineer,Mid,Tata Elxsi,Chennai,"VHDL, Verilog",6.5 - 7.9
Engineering,CSE,Data Scientist,Mid,Rapid7,Gurgaon,"Python, ML, Pandas, NumPy",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,KPIT,Chennai,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Freshworks,Mumbai,"Sensors, MQTT",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Rapid7,Hyderabad,"Python, ML, Pandas",6.5 - 7.9
Engineering,CSE,Data Analyst,Mid,KPIT,Coimbatore,"Python, SQL, Excel, Power BI",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Persistent Systems,Noida,"Python, ML, Pandas",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Cyient,Kolkata,Plant Maintenance,6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,Innominds,Pune,"SQL, Python",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Rapid7,Gurgaon,Plant Maintenance,6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,Coforge,Noida,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,UST Global,Chennai,"Sensors, MQTT",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Mphasis,Kolkata,"Sensors, MQTT",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,ValueLabs,Coimbatore,"PLC, SCADA",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Birlasoft,Bengaluru,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,CSE,Full Stack Developer,Mid,UST Global,Noida,"HTML, CSS, JavaScript, React",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,Newgen,Bengaluru,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Persistent Systems,Coimbatore,"MS Project, Primavera",6.5 - 7.9
Engineering,Civil,Site Engineer,Mid,Zoho,Kolkata,"AutoCAD, Site Management",6.5 - 7.9
Engineering,Civil,Safety Engineer,Mid,Sasken,Chennai,Construction Safety,6.5 - 7.9
Engineering,CSE,Data Analyst,Mid,Hexaware,Hyderabad,"Python, SQL, Excel, Power BI",6.5 - 7.9
Engineering,ECE,VLSI Engineer,Mid,Zoho,Mumbai,"VHDL, Verilog",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,Zoho,Bengaluru,"CATIA, NX",6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Tata Elxsi,Ahmedabad,"MATLAB, DSP",6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,UST Global,Hyderabad,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,Newgen,Mumbai,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,EEE,Power Systems Engineer,Mid,Newgen,Hyderabad,Power Generation,6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Sasken,Mumbai,"MS Project, Primavera",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Sasken,Mumbai,"AWS, Azure, Linux",6.5 - 7.9
Engineering,Civil,Site Engineer,Mid,Ramco Systems,Coimbatore,"AutoCAD, Site Management",6.5 - 7.9
Engineering,Mechanical,Quality Engineer,Mid,Ramco Systems,Noida,Six Sigma,6.5 - 7.9
Engineering,ECE,Network Engineer,Mid,LTIMindtree,Kolkata,"Networking, Routing",6.5 - 7.9
Engineering,Civil,Structural Engineer,Mid,Happiest Minds,Mumbai,"ETABS, STAAD",6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Persistent Systems,Mumbai,"Spark, Hadoop",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Hexaware,Chennai,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,Freshworks,Noida,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,ECE,Network Engineer,Mid,KPIT,Mumbai,"Networking, Routing",6.5 - 7.9
Engineering,AI&DS,AI Engineer,Mid,Rapid7,Chennai,"Deep Learning, NLP",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Sasken,Noida,"Python, ML, Pandas",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Sasken,Hyderabad,Renewable Energy,6.5 - 7.9
Engineering,ECE,VLSI Engineer,Mid,Happiest Minds,Ahmedabad,"VHDL, Verilog",6.5 - 7.9
Engineering,CSE,Backend Developer,Mid,LTIMindtree,Mumbai,"Java, Spring Boot, APIs",6.5 - 7.9
Engineering,CSE,Full Stack Developer,Mid,Cyient,Gurgaon,"HTML, CSS, JavaScript, React",6.5 - 7.9
Engineering,Civil,Structural Engineer,Mid,Virtusa,Mumbai,"ETABS, STAAD",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Virtusa,Pune,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,CSE,Full Stack Developer,Mid,Mphasis,Bengaluru,"HTML, CSS, JavaScript, React",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Hexaware,Mumbai,"MS Project, Primavera",6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Zoho,Hyderabad,"Estimation, Billing",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,KPIT,Kolkata,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,EEE,Electrical Design Engineer,Mid,Hexaware,Gurgaon,"AutoCAD, Power Systems",6.5 - 7.9
Engineering,CSE,Cloud Engineer,Mid,Freshworks,Coimbatore,"AWS, Azure, Linux",6.5 - 7.9
Engineering,ECE,Embedded Engineer,Mid,Coforge,Noida,"C, Embedded Systems",6.5 - 7.9
Engineering,Mechanical,Production Engineer,Mid,Mphasis,Pune,Manufacturing Processes,6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Newgen,Hyderabad,"Estimation, Billing",6.5 - 7.9
Engineering,Mechanical,Quality Engineer,Mid,Birlasoft,Bengaluru,Six Sigma,6.5 - 7.9
Engineering,ECE,Network Engineer,Mid,Freshworks,Gurgaon,"Networking, Routing",6.5 - 7.9
Engineering,CSE,Data Scientist,Mid,Virtusa,Pune,"Python, ML, Pandas, NumPy",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,KPIT,Coimbatore,Plant Maintenance,6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Sonata Software,Pune,"Python, ML, Pandas",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Hexaware,Hyderabad,"Sensors, MQTT",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Happiest Minds,Gurgaon,Plant Maintenance,6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,ValueLabs,Pune,"SQL, Python",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Sonata Software,Chennai,Plant Maintenance,6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Coforge,Bengaluru,Renewable Energy,6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,Coforge,Hyderabad,Renewable Energy,6.5 - 7.9
Engineering,EEE,Power Systems Engineer,Mid,Birlasoft,Bengaluru,Power Generation,6.5 - 7.9
Engineering,Mechanical,Quality Engineer,Mid,Birlasoft,Kolkata,Six Sigma,6.5 - 7.9
Engineering,Civil,Quantity Surveyor,Mid,Birlasoft,Ahmedabad,"Estimation, Billing",6.5 - 7.9
Engineering,EEE,Control Systems Engineer,Mid,Freshworks,Bengaluru,"PLC, SCADA",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Innominds,Hyderabad,"MS Project, Primavera",6.5 - 7.9
Engineering,Civil,Structural Engineer,Mid,ValueLabs,Ahmedabad,"ETABS, STAAD",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,ValueLabs,Bengaluru,"MS Project, Primavera",6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,UST Global,Chennai,"SQL, Python",6.5 - 7.9
Engineering,Mechanical,Design Engineer,Mid,Birlasoft,Ahmedabad,"AutoCAD, SolidWorks",6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,Innominds,Kolkata,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Infogain,Noida,"Sensors, MQTT",6.5 - 7.9
Engineering,EEE,Power Systems Engineer,Mid,Infogain,Chennai,Power Generation,6.5 - 7.9
Engineering,CSE,Backend Developer,Mid,ValueLabs,Kolkata,"Java, Spring Boot, APIs",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,Rapid7,Coimbatore,"CATIA, NX",6.5 - 7.9
Engineering,Mechanical,Production Engineer,Mid,Birlasoft,Hyderabad,Manufacturing Processes,6.5 - 7.9
Engineering,CSE,Backend Developer,Mid,Freshworks,Ahmedabad,"Java, Spring Boot, APIs",6.5 - 7.9
Engineering,EEE,Maintenance Engineer,Mid,Zoho,Mumbai,Electrical Maintenance,6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Zoho,Bengaluru,"MATLAB, DSP",6.5 - 7.9
Engineering,Civil,Safety Engineer,Mid,Birlasoft,Noida,Construction Safety,6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,UST Global,Kolkata,Renewable Energy,6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Coforge,Hyderabad,"MS Project, Primavera",6.5 - 7.9
Engineering,ECE,Embedded Engineer,Mid,Virtusa,Mumbai,"C, Embedded Systems",6.5 - 7.9
Engineering,ECE,Embedded Engineer,Mid,Birlasoft,Ahmedabad,"C, Embedded Systems",6.5 - 7.9
Engineering,ECE,Network Engineer,Mid,Persistent Systems,Ahmedabad,"Networking, Routing",6.5 - 7.9
Engineering,AI&DS,AI Engineer,Mid,Persistent Systems,Hyderabad,"Deep Learning, NLP",6.5 - 7.9
Engineering,CSE,Software Engineer,Mid,UST Global,Mumbai,"Python, Java, DSA, OOP",6.5 - 7.9
Engineering,CSE,Data Analyst,Mid,Birlasoft,Coimbatore,"Python, SQL, Excel, Power BI",6.5 - 7.9
Engineering,Mechanical,Quality Engineer,Mid,Sonata Software,Ahmedabad,Six Sigma,6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Innominds,Chennai,"MATLAB, DSP",6.5 - 7.9
Engineering,CSE,DevOps Engineer,Mid,Ramco Systems,Hyderabad,"Docker, Kubernetes, CI/CD",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Zoho,Gurgaon,"MS Project, Primavera",6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Infogain,Hyderabad,"Spark, Hadoop",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Sasken,Gurgaon,"Python, ML, Pandas",6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,Coforge,Bengaluru,"SQL, Python",6.5 - 7.9
Engineering,EEE,Electrical Design Engineer,Mid,Infogain,Coimbatore,"AutoCAD, Power Systems",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Tata Elxsi,Hyderabad,Plant Maintenance,6.5 - 7.9
Engineering,EEE,Maintenance Engineer,Mid,Innominds,Mumbai,Electrical Maintenance,6.5 - 7.9
Engineering,ECE,IoT Engineer,Mid,Rapid7,Gurgaon,"Sensors, MQTT",6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Tata Elxsi,Chennai,"Spark, Hadoop",6.5 - 7.9
Engineering,CSE,Software Engineer,Mid,Birlasoft,Chennai,"Python, Java, DSA, OOP",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,Tata Elxsi,Coimbatore,"Python, ML, Pandas",6.5 - 7.9
Engineering,CSE,ML Engineer,Mid,Sonata Software,Hyderabad,"Python, TensorFlow, Scikit-learn",6.5 - 7.9
Engineering,ECE,VLSI Engineer,Mid,Happiest Minds,Ahmedabad,"VHDL, Verilog",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,UST Global,Kolkata,"MS Project, Primavera",6.5 - 7.9
Engineering,Mechanical,Production Engineer,Mid,Virtusa,Pune,Manufacturing Processes,6.5 - 7.9
Engineering,AI&DS,AI Engineer,Mid,Persistent Systems,Gurgaon,"Deep Learning, NLP",6.5 - 7.9
Engineering,CSE,Backend Developer,Mid,Cyient,Kolkata,"Java, Spring Boot, APIs",6.5 - 7.9
Engineering,AI&DS,Data Scientist,Mid,KPIT,Hyderabad,"Python, ML, Pandas",6.5 - 7.9
Engineering,AI&DS,Data Analyst,Mid,Infogain,Mumbai,"SQL, Python",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,Sonata Software,Kolkata,"CATIA, NX",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Innominds,Ahmedabad,"MS Project, Primavera",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,Virtusa,Ahmedabad,"MS Project, Primavera",6.5 - 7.9
Engineering,EEE,Energy Analyst,Mid,UST Global,Ahmedabad,Renewable Energy,6.5 - 7.9
Engineering,Civil,Safety Engineer,Mid,Coforge,Hyderabad,Construction Safety,6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,Hexaware,Ahmedabad,"CATIA, NX",6.5 - 7.9
Engineering,Civil,Planning Engineer,Mid,ValueLabs,Noida,"MS Project, Primavera",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Happiest Minds,Gurgaon,Plant Maintenance,6.5 - 7.9
Engineering,CSE,Backend Developer,Mid,Rapid7,Hyderabad,"Java, Spring Boot, APIs",6.5 - 7.9
Engineering,Mechanical,Maintenance Engineer,Mid,Coforge,Kolkata,Plant Maintenance,6.5 - 7.9
Engineering,EEE,Maintenance Engineer,Mid,Happiest Minds,Gurgaon,Electrical Maintenance,6.5 - 7.9
Engineering,ECE,Signal Processing Engineer,Mid,Freshworks,Gurgaon,"MATLAB, DSP",6.5 - 7.9
Engineering,AI&DS,ML Engineer,Mid,Sasken,Coimbatore,"TensorFlow, PyTorch",6.5 - 7.9
Engineering,AI&DS,Big Data Engineer,Mid,Sasken,Pune,"Spark, Hadoop",6.5 - 7.9
Engineering,Mechanical,CAD Engineer,Mid,Happiest Minds,Ahmedabad,"CATIA, NX",6.5 - 7.9
Engineering,CSE,Software Engineer,Mid,Cyient,Hyderabad,"Python, Java, DSA, OOP",6.5 - 7.9
