stream,department,course,job_role,company_level,company_name,location,required_skill
UG,Civil,Engineering,Structural Engineer,Startup,Tech Mahindra,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,TCS,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Accenture,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Wipro,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Nykaa,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Amazon,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Swiggy,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Infosys,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Byjus,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Oracle,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Google,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,IBM,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Amazon,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Microsoft,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Swiggy,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Infosys,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Byjus,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Zoho,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,TCS,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,IBM,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Wipro,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Razorpay,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Oracle,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Freshworks,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Byjus,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Accenture,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,PhonePe,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Capgemini,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Freshworks,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Zomato,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Capgemini,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Swiggy,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Byjus,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Zomato,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Infosys,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Zoho,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,TCS,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Accenture,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Microsoft,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Zoho,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Wipro,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Razorpay,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Ola,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Nykaa,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Flipkart,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Infosys,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,PhonePe,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Wipro,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Zoho,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Meesho,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Nykaa,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Google,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Meesho,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Capgemini,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Zomato,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Razorpay,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Zomato,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,TCS,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Uber,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Uber,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Zomato,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,CRED,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Uber,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Swiggy,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Zoho,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Swiggy,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Wipro,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Nykaa,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Paytm,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Paytm,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,PhonePe,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Capgemini,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,HCL,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Zomato,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Meesho,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,IBM,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Paytm,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Flipkart,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Capgemini,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,HCL,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Uber,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Razorpay,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Swiggy,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Cognizant,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Tech Mahindra,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Microsoft,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Nykaa,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Amazon,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Cognizant,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Wipro,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,CRED,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Swiggy,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,IBM,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Amazon,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Paytm,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,CRED,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Nykaa,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Tech Mahindra,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Microsoft,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Zoho,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Oracle,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Infosys,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Freshworks,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Razorpay,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Accenture,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Razorpay,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Swiggy,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,PhonePe,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Zoho,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Swiggy,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Cognizant,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Cognizant,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Google,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Swiggy,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,CRED,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,HCL,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Flipkart,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Meesho,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,PhonePe,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,IBM,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Byjus,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Meesho,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,HCL,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Razorpay,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Google,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Meesho,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Byjus,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Tech Mahindra,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Paytm,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,TCS,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Wipro,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Swiggy,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,TCS,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Oracle,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Accenture,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Tech Mahindra,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Wipro,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Flipkart,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Oracle,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Microsoft,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,HCL,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Wipro,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Flipkart,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Tech Mahindra,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,CRED,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Freshworks,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Google,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Ola,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Ola,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Byjus,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Swiggy,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Zoho,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Ola,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Amazon,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Ola,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Accenture,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,HCL,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,CRED,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,TCS,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Freshworks,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Google,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Infosys,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Tech Mahindra,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Cognizant,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Ola,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Flipkart,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Cognizant,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Flipkart,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Tech Mahindra,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,IBM,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Capgemini,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Accenture,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Razorpay,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Microsoft,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,PhonePe,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,CRED,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Google,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,CRED,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Amazon,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Microsoft,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,HCL,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Uber,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,HCL,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Uber,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,HCL,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,HCL,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Ola,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Meesho,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Freshworks,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Zomato,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Uber,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Freshworks,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,CRED,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,IBM,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Razorpay,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Accenture,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Accenture,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Accenture,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Uber,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Flipkart,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Flipkart,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Amazon,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Capgemini,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Ola,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Zoho,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Flipkart,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Tech Mahindra,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,PhonePe,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Zoho,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Accenture,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Meesho,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Paytm,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Razorpay,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Nykaa,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,PhonePe,Bangalore,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Nykaa,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Uber,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Zoho,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Razorpay,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Microsoft,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Flipkart,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Freshworks,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Flipkart,Bangalore,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Infosys,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Nykaa,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Ola,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Flipkart,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Amazon,Chennai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Freshworks,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Razorpay,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Ola,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,TCS,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Oracle,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Uber,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Paytm,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Ola,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Oracle,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,PhonePe,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Uber,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,TCS,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Meesho,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,PhonePe,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Cognizant,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Site Engineer,Startup,Flipkart,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Capgemini,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Cognizant,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,HCL,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Zoho,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Flipkart,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Uber,Pune,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Nykaa,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,CRED,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Flipkart,Mumbai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Cognizant,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Wipro,Mumbai,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Capgemini,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,TCS,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Nykaa,Pune,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,HCL,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Uber,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,Zomato,Delhi,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Razorpay,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,TCS,Mumbai,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Paytm,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Freshworks,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,IBM,Hyderabad,"structural design,staad,autocad"
UG,Civil,Engineering,Structural Engineer,Startup,Paytm,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Planning Engineer,Startup,Uber,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,TCS,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Hyderabad,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,TCS,Hyderabad,"construction management,autocad,quality control"
UG,Civil,Engineering,Structural Engineer,Startup,TCS,Pune,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Zomato,Chennai,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Razorpay,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Site Engineer,Startup,Ola,Delhi,"construction management,autocad,quality control"
UG,Civil,Engineering,Planning Engineer,Startup,Microsoft,Chennai,"project planning,primavera,ms project"
UG,Civil,Engineering,Planning Engineer,Startup,Byjus,Delhi,"project planning,primavera,ms project"
UG,Civil,Engineering,Structural Engineer,Startup,Swiggy,Bangalore,"structural design,staad,autocad"
UG,Civil,Engineering,Site Engineer,Startup,Swiggy,Chennai,"construction management,autocad,quality control"
